,Course_Group,Mode_Group,pre_q_group,ord_group,Mq_Group,Fq_Group,Mo_Group,Fo_Group,Previous qualification (grade),Admission grade,Displaced,Debtor,Gender,Scholarship holder,Age at enrollment,Marital status,Daytime/evening attendance	,Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),notpass_1,notpass_2,Target
1234,High,Mid,1,0.0,Mid,Mid,Mid1,Mid1,150.0,131.5,1,0,0,0,19,1,1,1,7,13.925714285714283,7,13.925714285714283,1,1,Graduate
1235,Low,Low,1,0.0,Mid,High,Mid2,Mid1,133.1,125.7,0,0,0,0,26,1,0,1,2,12.0,3,11.0,3,2,Dropout
1236,High,High,1,0.0,Mid,Mid,Mid2,Mid2,141.0,126.8,1,0,0,0,18,1,1,1,7,13.44285714285714,8,13.744444444444444,0,0,Graduate
1237,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,146.0,132.4,1,0,1,0,18,1,1,1,1,16.0,0,0.0,4,5,Dropout
1238,Mid1,Mid,1,,High,Mid,Mid2,Mid2,150.0,150.0,1,0,1,0,20,1,1,1,6,13.125,6,13.2,0,0,Graduate
1239,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid1,133.1,95.0,0,0,1,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
1240,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,128.2,0,0,1,0,32,1,0,0,5,11.4,4,11.0,4,0,Dropout
1241,Low,Low,1,0.0,Mid,Mid,Mid2,Mid1,150.0,130.0,0,0,1,0,31,2,1,0,2,11.0,3,11.666666666666666,2,2,Dropout
1243,Mid2,Mid,1,,Mid,Mid,Mid2,Mid1,140.0,159.9,1,0,0,0,21,1,1,1,5,13.666666666666666,5,13.0,1,1,Graduate
1244,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,140.0,100.0,0,0,0,0,31,2,0,0,4,11.75,1,10.0,2,4,Dropout
1245,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,116.5,0,0,0,0,34,2,1,1,1,10.0,1,13.0,6,6,Dropout
1246,High,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,120.0,0,0,0,1,18,1,1,1,6,13.5,6,12.833333333333334,0,0,Graduate
1247,High,High,1,0.0,Mid,Mid,Mid2,Mid2,117.0,117.0,1,1,0,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
1249,Low,High,1,0.0,High,Mid,Mid2,Mid2,124.0,118.1,1,0,0,0,18,1,1,0,3,13.0,5,11.8,3,1,Dropout
1250,Mid1,High,1,0.0,Mid,Low,Mid2,Mid2,158.0,153.5,1,0,0,0,20,1,1,1,6,14.833333333333334,6,16.0,0,0,Graduate
1251,Mid2,Mid,1,0.0,High,Mid,Mid2,Mid2,137.0,127.9,1,0,0,0,20,1,1,1,6,11.833333333333334,6,12.857142857142858,0,0,Graduate
1252,Mid1,Mid,1,0.0,High,High,Mid2,Mid2,123.0,118.8,1,0,0,1,18,1,1,1,5,12.0,5,12.333333333333334,1,1,Graduate
1253,High,High,1,0.0,High,High,Mid2,Mid2,126.0,126.7,1,0,0,0,19,1,1,1,4,12.75,6,11.333333333333334,2,0,Graduate
1255,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,110.0,1,0,0,1,30,4,1,1,0,0.0,1,10.0,6,5,Dropout
1256,High,Mid,1,0.0,Mid,High,Mid2,Mid2,115.0,115.0,1,0,0,0,19,1,1,1,6,12.0,6,12.857142857142858,0,0,Graduate
1257,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,132.0,119.0,1,0,0,0,19,1,1,1,7,11.677777777777775,8,13.8,0,0,Graduate
1258,High,High,1,0.0,Mid,Mid,Mid2,Mid2,132.0,121.8,1,0,0,1,19,1,1,1,7,13.6,7,13.6,1,1,Graduate
1259,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,143.0,133.4,1,0,0,0,19,1,1,1,6,16.0,6,15.875,0,0,Graduate
1260,High,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,131.4,1,0,0,0,20,1,1,1,5,11.8,6,11.5,1,0,Graduate
1261,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,135.0,0,1,1,0,25,1,1,1,0,0.0,2,14.0,5,4,Dropout
1262,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,121.0,122.8,0,0,1,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
1263,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,130.0,140.0,0,1,0,1,34,2,1,1,6,16.142857142857142,6,16.2,0,0,Graduate
1264,High,Mid,1,0.0,High,Mid,Mid2,Mid2,135.0,125.3,1,0,0,1,18,1,1,1,7,11.785714285714286,7,11.785714285714286,1,1,Graduate
1265,High,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,126.3,1,0,0,1,18,1,1,1,8,13.42375,8,13.42375,0,0,Graduate
1266,Mid1,High,1,0.0,High,High,Mid2,Mid2,100.0,100.0,0,0,0,0,20,1,1,1,6,12.5,5,14.166666666666666,0,1,Graduate
1267,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,127.0,121.3,1,0,0,1,20,1,1,1,7,12.464285714285714,7,12.464285714285714,1,1,Graduate
1269,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,140.0,120.0,0,0,0,0,28,1,1,1,1,10.0,0,0.0,5,6,Dropout
1271,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,131.0,129.7,1,0,0,0,19,1,1,1,5,12.6,4,12.4,0,1,Graduate
1272,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,151.0,132.1,1,0,0,0,34,2,1,1,2,10.0,4,12.0,3,1,Dropout
1273,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,120.3,0,0,0,0,35,2,1,1,0,0.0,0,0.0,7,6,Dropout
1274,Low,Low,1,,Mid,Mid,Mid2,Mid2,120.0,120.0,0,0,0,0,32,1,0,1,5,11.6,5,12.333333333333334,0,0,Graduate
1275,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,136.0,123.1,1,0,0,0,19,1,1,1,6,12.166666666666666,6,13.5,0,0,Graduate
1276,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,125.0,119.4,1,0,0,0,18,1,1,1,4,13.6,5,12.666666666666666,2,1,Graduate
1277,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,140.0,0,0,0,0,35,2,1,0,4,12.5,5,11.8,1,0,Dropout
1279,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,113.0,1,0,0,1,20,1,1,1,6,11.714285714285714,6,12.625,0,0,Graduate
1280,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,143.0,133.9,1,0,1,1,18,1,1,1,6,13.5,6,13.0,0,0,Graduate
1281,High,High,1,0.0,High,Mid,Mid2,Mid2,133.1,115.5,1,0,1,1,20,1,1,1,7,13.024285714285714,7,13.024285714285714,1,1,Graduate
1282,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,121.0,116.5,1,0,1,0,18,1,1,0,0,0.0,0,0.0,6,6,Dropout
1283,Low,High,1,0.0,Mid,Mid,Mid2,Mid1,168.0,171.2,0,0,1,1,18,1,1,1,5,17.333333333333332,5,18.571428571428573,0,0,Graduate
1284,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,124.0,119.1,0,0,1,1,20,1,1,1,4,11.0,4,11.5,1,1,Graduate
1285,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,127.0,121.1,1,0,1,0,19,1,1,1,6,13.666666666666666,6,12.5,1,1,Dropout
1287,High,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,132.8,0,0,1,0,19,1,1,1,6,12.833333333333334,6,11.833333333333334,0,0,Graduate
1288,Mid2,High,1,0.0,Low,Mid,Low,Low,120.0,126.7,1,0,1,0,20,1,1,1,5,12.6,4,11.5,1,2,Graduate
1289,High,High,1,0.0,Mid,Mid,Mid2,Mid2,110.0,105.8,1,0,1,0,22,1,1,1,6,14.333333333333334,7,13.771428571428572,1,1,Graduate
1291,High,High,1,0.0,High,High,Mid2,Mid2,143.0,140.0,0,0,1,0,19,1,1,1,7,14.285714285714286,7,14.285714285714286,1,1,Graduate
1292,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,120.0,120.0,0,0,1,0,22,1,1,1,3,11.75,2,10.0,3,4,Dropout
1293,Low,Mid,1,0.0,High,Mid,Mid1,Mid2,124.0,119.5,1,0,1,0,20,1,1,1,5,14.8,5,17.6,0,0,Graduate
1294,Mid1,Low,1,0.0,Mid,Low,Mid2,Mid2,168.0,153.9,0,1,1,0,34,2,1,0,0,0.0,0,0.0,6,6,Dropout
1295,Mid2,Low,0,,Mid,Mid,Mid2,Mid1,133.1,130.0,0,0,1,0,24,2,0,1,1,10.0,0,0.0,5,5,Dropout
1296,Mid1,Low,1,0.0,Low,Low,Low,Low,150.0,107.0,1,0,1,0,26,1,1,1,0,0.0,0,0.0,5,5,Dropout
1297,High,Low,1,0.0,Mid,Mid,Mid2,Mid2,140.0,132.8,0,0,1,0,35,1,1,1,4,12.6,5,12.38,3,2,Dropout
1298,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,145.0,127.5,1,0,1,0,22,1,0,1,5,12.428571428571429,5,11.8,0,0,Graduate
1300,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid1,123.0,122.0,0,0,1,0,19,1,1,1,3,12.333333333333334,0,0.0,2,5,Dropout
1301,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,120.0,114.8,1,0,1,0,19,1,1,0,0,0.0,0,0.0,6,6,Dropout
1302,Mid1,Mid,1,,Mid,Mid,Mid1,Mid1,140.0,140.0,0,1,1,0,20,1,1,1,0,0.0,0,0.0,0,0,Graduate
1303,Mid1,Mid,1,0.0,Mid,Mid,Mid1,Mid2,126.0,111.0,0,1,1,0,21,1,1,1,10,12.1,8,13.333333333333334,1,0,Graduate
1304,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,133.2,1,0,0,1,19,1,1,1,6,14.714285714285714,6,15.0,0,0,Graduate
1305,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,130.0,123.0,1,0,0,0,18,1,1,1,6,12.666666666666666,6,12.833333333333334,0,0,Graduate
1306,Mid1,High,1,,Mid,High,Mid1,Mid2,150.0,150.0,0,0,0,1,23,1,1,1,12,14.384615384615383,10,13.3,0,0,Graduate
1307,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,147.0,132.3,1,0,0,1,18,1,1,1,5,13.4,5,12.2,0,0,Graduate
1308,High,Mid,1,0.0,Mid,High,Mid2,Mid2,140.0,126.0,1,0,0,0,18,1,1,1,7,13.314285714285717,7,13.314285714285717,1,1,Graduate
1309,High,High,1,0.0,High,High,Mid2,Mid2,132.0,119.3,1,0,0,0,19,1,1,1,7,11.98857142857143,7,11.98857142857143,1,1,Graduate
1310,Mid1,High,1,,Mid,Mid,High,High,130.0,133.8,1,0,0,0,21,1,1,1,11,11.545454545454543,8,12.88888888888889,0,1,Graduate
1311,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,130.0,126.5,1,0,0,1,18,1,1,1,6,16.46153846153846,6,13.875,0,0,Graduate
1312,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,151.0,138.4,1,0,0,1,24,1,1,1,6,13.666666666666666,6,12.833333333333334,0,0,Graduate
1313,High,High,1,0.0,Mid,Low,Mid1,Mid2,144.0,129.0,1,0,0,0,18,1,1,1,7,12.65,8,13.411111111111111,0,0,Dropout
1315,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,131.0,129.8,1,0,0,0,20,1,1,1,6,14.37,7,14.65,1,1,Graduate
1317,Mid2,High,1,0.0,Low,High,Low,Mid2,130.0,128.3,1,0,0,1,18,1,1,0,3,12.0,3,10.666666666666666,3,3,Dropout
1318,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,0,1,19,1,1,1,4,12.0,3,11.0,2,3,Dropout
1319,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,131.0,121.9,1,0,0,0,19,1,1,1,5,12.6,5,11.2,1,1,Graduate
1320,High,High,0,1.0,Mid,High,Mid2,Mid2,135.0,129.4,0,1,0,0,18,1,1,1,6,12.166666666666666,6,12.333333333333334,0,0,Graduate
1322,High,High,1,0.0,High,High,Mid2,Mid2,145.0,125.5,1,0,0,1,18,1,1,1,8,13.76375,8,13.76375,0,0,Graduate
1323,Mid1,Mid,1,0.0,High,High,Mid2,Mid2,118.0,117.8,1,0,0,1,19,1,1,1,6,12.4,6,12.8,1,1,Graduate
1325,High,High,1,0.0,Mid,Mid,Mid2,Mid2,152.0,139.0,1,0,0,0,18,1,1,1,6,14.333333333333334,6,14.333333333333334,1,1,Graduate
1327,Mid1,Mid,1,0.0,Low,High,Low,Mid2,137.0,137.7,1,1,0,0,19,1,1,0,1,10.0,0,0.0,5,6,Dropout
1328,High,High,1,0.0,Mid,Mid,Mid2,Mid2,123.0,113.6,1,0,0,0,21,1,1,1,7,14.69625,8,14.622222222222224,0,0,Graduate
1330,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,131.0,128.5,0,0,0,1,18,1,1,1,7,12.855555555555556,8,13.9125,0,0,Graduate
1331,High,High,1,0.0,Mid,Mid,Mid2,Mid2,141.0,142.8,0,0,0,0,18,1,1,1,7,13.7,8,13.994444444444444,0,0,Graduate
1332,Low,High,1,0.0,Mid,Mid,Mid1,Mid2,144.0,137.7,0,0,0,0,23,1,1,0,0,0.0,1,12.0,5,4,Dropout
1334,High,High,1,0.0,High,High,Mid2,Mid2,133.0,123.2,0,0,0,0,18,1,1,1,7,13.285714285714286,8,13.333333333333334,0,0,Graduate
1338,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,120.0,1,0,0,0,21,1,1,1,5,11.5,5,11.0,1,1,Dropout
1339,High,Mid,1,0.0,Mid,High,Mid2,Mid2,130.0,119.3,1,0,0,1,19,1,1,1,7,11.4,7,11.4,1,1,Graduate
1340,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,121.0,0,0,0,1,21,1,1,1,6,12.333333333333334,6,11.333333333333334,0,0,Graduate
1341,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,138.0,139.4,1,0,0,0,18,1,1,1,5,12.8,4,12.2,1,2,Graduate
1342,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,124.0,113.9,1,0,0,1,20,1,1,1,5,12.0,4,15.0,0,1,Graduate
1343,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,133.0,124.6,1,0,0,1,18,1,1,1,5,13.0,5,13.5,1,1,Graduate
1344,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,122.0,123.8,1,1,0,1,18,1,1,0,6,11.833333333333334,6,11.0,0,0,Dropout
1345,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid1,138.0,126.3,1,0,0,0,18,1,1,1,6,14.0,6,13.333333333333334,0,0,Graduate
1346,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,134.0,120.4,1,0,0,1,18,1,1,1,6,12.333333333333334,6,13.5,0,0,Graduate
1349,Mid2,Low,0,,Mid,Mid,Mid2,Mid2,133.1,139.9,1,0,0,1,24,1,1,1,6,12.5,6,12.833333333333334,0,0,Graduate
1350,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,142.0,133.3,1,0,0,0,19,1,1,1,0,0.0,0,0.0,0,0,Graduate
1351,High,High,1,0.0,Mid,Mid,Mid2,Mid2,141.0,126.0,1,0,0,0,18,1,1,1,7,15.657142857142857,7,15.657142857142857,1,1,Graduate
1352,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,145.0,133.5,0,0,0,0,19,1,1,1,6,12.166666666666666,6,11.333333333333334,0,0,Graduate
1353,Low,Mid,1,0.0,High,Mid,Mid2,Mid2,145.0,127.9,1,0,0,0,19,1,1,1,0,0.0,0,0.0,6,6,Dropout
1356,Mid2,Low,1,0.0,Low,Mid,Low,Low,140.0,102.5,0,0,0,0,26,1,1,1,4,11.75,0,0.0,2,6,Dropout
1357,Mid1,Low,0,,Mid,Mid,Mid2,Mid2,133.1,97.0,0,1,1,0,36,1,1,0,0,0.0,0,0.0,5,5,Dropout
1358,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,128.0,134.7,0,0,1,0,19,1,1,0,0,0.0,0,0.0,0,0,Dropout
1359,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,113.8,0,0,1,0,27,1,1,0,0,0.0,0,0.0,5,5,Dropout
1360,Low,High,1,0.0,Mid,Mid,Mid2,Low,120.0,116.9,0,0,1,0,18,1,1,1,1,13.0,0,0.0,4,5,Dropout
1361,High,High,1,0.0,Mid,High,Mid2,Mid2,139.0,124.0,1,0,1,1,18,1,1,1,7,13.331428571428573,7,13.331428571428573,1,1,Graduate
1362,Mid2,Low,1,0.0,High,High,Mid2,Mid2,139.3,117.5,0,0,1,0,28,1,1,1,0,0.0,0,0.0,6,6,Dropout
1363,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,150.0,154.8,1,0,1,0,21,1,1,1,0,0.0,0,0.0,0,0,Graduate
1364,High,High,1,0.0,Mid,Mid,Mid2,Mid2,138.0,141.0,0,0,1,0,19,1,1,1,6,13.7,6,13.7,1,1,Graduate
1365,Mid1,Low,0,,Low,Low,Mid2,Mid2,133.1,120.0,0,1,1,0,26,1,1,0,0,0.0,0,0.0,5,5,Dropout
1366,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,136.0,133.6,1,0,1,0,20,1,1,1,9,13.454545454545457,6,13.875,0,1,Dropout
1367,High,High,1,0.0,High,High,Mid2,Mid2,134.0,122.0,1,0,1,0,19,1,1,1,7,12.2,7,12.2,1,1,Graduate
1368,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,120.0,1,0,1,0,21,1,1,1,3,10.0,4,11.0,2,1,Dropout
1369,Mid1,High,1,,Mid,Mid,Mid2,Mid2,110.0,114.2,0,0,1,1,23,1,1,1,5,13.0,6,12.857142857142858,1,0,Graduate
1370,Mid2,Low,0,,High,Mid,Mid2,Mid2,133.1,95.5,0,0,1,0,29,1,0,1,6,12.0,6,14.0,0,0,Graduate
1371,High,High,1,0.0,Mid,Mid,Mid2,Mid2,129.0,120.0,0,0,1,0,20,1,1,1,7,15.028571428571428,7,15.028571428571428,1,1,Graduate
1372,High,High,1,0.0,Mid,Mid,Mid2,Mid2,116.0,111.1,0,0,1,0,18,1,1,1,6,12.0,6,11.714285714285714,0,0,Graduate
1373,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,130.0,128.6,1,0,1,0,19,1,1,1,5,12.0,5,12.4,1,1,Graduate
1374,Mid1,Low,0,1.0,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,1,0,23,1,1,0,3,13.666666666666666,3,11.333333333333334,4,5,Dropout
1375,Mid1,High,1,0.0,High,Mid,Mid2,Mid1,116.0,111.1,0,0,1,0,21,1,1,1,0,0.0,0,0.0,0,0,Dropout
1377,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,147.0,134.4,1,0,1,1,18,1,1,1,0,0.0,0,0.0,0,0,Graduate
1378,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,117.0,131.0,1,1,1,0,21,1,1,0,1,14.0,0,0.0,5,6,Dropout
1379,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,141.0,125.0,0,0,1,0,22,1,1,1,0,0.0,0,0.0,6,6,Dropout
1380,Mid1,Mid,1,0.0,Mid,Mid,Mid1,Mid2,133.1,106.0,1,0,1,0,21,1,1,1,7,12.375,5,12.583333333333334,0,2,Graduate
1381,High,Low,1,0.0,High,Mid,Mid2,Mid2,133.1,128.0,1,0,1,0,32,1,1,0,0,0.0,0,0.0,7,8,Dropout
1382,Mid1,Low,0,1.0,Mid,Mid,Mid2,Mid1,120.0,120.0,1,0,1,0,27,1,1,1,18,11.421052631578949,13,11.076923076923077,0,0,Graduate
1383,High,High,1,0.0,Mid,High,Mid2,Mid2,148.0,134.8,1,0,1,0,18,1,1,1,6,13.35,6,13.35,1,1,Graduate
1384,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,130.0,112.0,1,0,1,1,24,1,1,1,6,15.0,2,16.0,0,4,Graduate
1385,Low,High,1,0.0,Mid,Mid,Mid1,Mid2,120.0,116.1,1,0,1,0,22,1,1,1,2,10.5,0,0.0,3,5,Dropout
1386,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid1,120.0,120.0,1,0,1,0,22,1,1,0,0,0.0,0,0.0,6,4,Dropout
1387,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,133.0,119.7,1,0,1,0,19,1,1,1,5,13.25,5,11.833333333333334,0,0,Graduate
1388,Low,Mid,1,0.0,Mid,Low,Mid2,Low,129.0,117.1,1,0,1,0,19,1,1,1,0,0.0,0,0.0,5,5,Dropout
1390,High,High,1,0.0,Mid,Mid,Mid1,Mid2,140.0,131.0,1,0,0,1,18,1,1,1,8,13.88125,8,13.88125,0,0,Graduate
1391,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,127.0,130.9,1,0,0,0,18,1,1,1,6,11.333333333333334,5,12.6,0,1,Graduate
1392,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,131.0,134.9,1,1,0,0,20,1,1,1,0,0.0,0,0.0,0,0,Dropout
1393,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,132.0,127.1,1,0,0,0,19,1,1,1,6,12.857142857142858,6,13.666666666666666,0,0,Graduate
1394,Mid2,Mid,1,0.0,High,High,High,High,113.0,110.2,1,1,0,0,19,1,1,1,5,11.6,6,12.5,1,0,Graduate
1395,Mid1,Mid,1,0.0,Low,Mid,Mid2,Mid2,115.0,108.7,1,0,0,1,18,1,1,1,5,11.4,6,11.333333333333334,1,0,Graduate
1397,Mid2,Mid,1,,Low,Mid,Mid2,Mid2,150.0,147.7,0,1,0,1,22,1,1,1,7,13.571428571428571,9,13.77777777777778,0,0,Graduate
1398,Mid1,Low,0,,Mid,High,Mid2,Mid2,133.1,123.0,0,0,0,0,31,2,1,1,6,11.833333333333334,7,12.228571428571428,1,0,Graduate
1399,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,141.0,142.8,0,0,0,1,19,1,1,1,7,14.428571428571429,7,14.142857142857142,0,0,Graduate
1401,Mid1,High,1,0.0,High,High,Mid2,Mid2,136.0,125.2,1,0,0,1,18,1,1,1,6,12.285714285714286,5,12.4,0,1,Graduate
1402,Mid2,High,1,0.0,Low,Mid,Mid1,Low,140.0,141.8,0,0,0,0,21,1,1,1,5,14.4,5,13.8,0,0,Graduate
1403,High,Mid,1,0.0,High,Mid,Mid2,Mid2,143.0,130.6,1,0,0,1,18,1,1,1,7,13.15,8,15.06875,0,0,Graduate
1404,Mid1,Mid,1,,Mid,Mid,Mid1,Mid2,130.0,130.0,0,1,1,0,25,1,1,0,0,0.0,0,0.0,5,5,Dropout
1405,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,133.1,100.0,0,1,1,0,21,1,1,1,0,0.0,0,0.0,5,6,Dropout
1406,High,Mid,1,0.0,High,Mid,Mid2,Mid2,129.0,119.0,1,0,0,1,19,1,1,1,7,12.342857142857143,7,12.342857142857143,1,1,Graduate
1408,Mid1,Mid,1,0.0,Low,Low,Mid2,Low,118.0,122.2,1,0,0,0,22,1,1,1,4,10.5,1,11.0,2,5,Dropout
1409,Mid1,High,1,0.0,High,Mid,Mid2,Mid1,150.0,150.0,0,0,1,0,19,1,1,1,5,10.6,5,11.6,0,0,Graduate
1410,Mid2,Low,0,,Mid,Mid,Mid2,Mid2,133.1,135.5,0,0,0,0,58,1,0,1,0,0.0,0,0.0,6,6,Dropout
1411,High,High,1,0.0,Mid,Mid,Mid2,Mid2,122.0,127.3,1,0,0,1,19,1,1,1,4,11.25,6,12.0,2,0,Graduate
1412,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,127.0,127.0,1,0,1,0,23,1,1,1,6,10.5,10,11.7,3,0,Graduate
1414,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,131.0,127.5,1,0,0,0,18,1,1,1,7,13.457142857142856,8,14.5125,0,0,Graduate
1415,Mid2,High,1,0.0,Mid,Mid,Low,Low,130.0,122.0,0,0,0,0,20,1,1,1,5,12.6,4,12.333333333333334,0,1,Graduate
1416,Mid2,Mid,1,0.0,Mid,Mid,Low,Mid2,130.0,115.8,0,0,0,0,18,1,1,0,0,0.0,0,0.0,6,6,Dropout
1417,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,130.0,121.6,0,0,0,0,18,1,1,1,6,13.666666666666666,5,13.6,0,1,Graduate
1418,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,122.0,116.4,1,1,0,1,18,1,1,1,5,11.6,5,11.8,0,0,Graduate
1419,Low,Low,1,0.0,High,High,Mid2,Mid2,114.0,120.0,0,0,0,0,24,1,1,1,6,12.571428571428571,5,12.833333333333334,0,1,Dropout
1420,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,143.0,127.3,1,0,0,0,18,1,1,1,5,11.8,5,11.4,1,1,Dropout
1422,High,Mid,1,0.0,Mid,High,Mid2,Mid2,141.0,125.6,1,0,0,1,19,1,1,1,6,11.333333333333334,6,11.833333333333334,0,0,Graduate
1423,Mid1,High,1,0.0,High,High,Mid2,Mid2,129.0,118.5,1,0,0,0,18,1,1,1,6,10.666666666666666,6,11.5,0,0,Graduate
1425,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,134.6,1,0,0,1,19,1,1,1,0,0.0,0,0.0,0,0,Graduate
1426,Mid2,Mid,1,0.0,High,Mid,Mid1,Mid2,140.0,140.0,0,0,0,0,22,1,1,1,6,13.333333333333334,4,11.5,0,2,Graduate
1429,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,120.0,117.9,1,0,0,1,21,1,1,1,5,13.0,6,12.833333333333334,1,0,Graduate
1430,High,High,1,0.0,High,High,Mid2,Mid2,144.0,128.0,1,0,0,1,18,1,1,1,7,12.90857142857143,7,12.90857142857143,1,1,Graduate
1431,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,123.0,113.2,1,0,0,0,20,1,1,1,4,12.0,1,10.0,2,5,Dropout
1433,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,152.0,156.9,1,0,0,0,19,1,1,1,6,15.333333333333334,6,15.833333333333334,0,0,Graduate
1435,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid1,133.1,100.0,0,1,1,0,26,1,1,0,6,13.0,2,14.0,1,4,Dropout
1437,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,140.0,101.0,0,0,0,0,35,2,0,1,6,12.5,6,12.166666666666666,0,0,Graduate
1438,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.0,121.5,1,0,0,1,19,1,1,1,6,13.0,6,14.333333333333334,0,0,Graduate
1439,Mid2,High,1,0.0,High,Mid,Mid2,Mid2,138.0,126.8,1,0,1,0,18,1,1,1,4,11.75,5,12.571428571428571,1,0,Graduate
1440,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,142.0,132.9,0,0,1,0,19,1,1,1,4,12.5,4,14.25,1,1,Graduate
1441,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,115.0,134.3,1,0,1,0,25,1,1,1,17,11.61111111111111,17,12.055555555555555,0,0,Graduate
